id,brand,model,discipline,modelYear,priceText,productUrl,geometryKey
specialized_aethos-2-expert-shimano-ultegra-di2,Specialized,Aethos 2 Expert,ROAD,,"$6,599.99",https://www.specialized.com/us/en/aethos-2-expert-shimano-ultegra-di2/p/4221565,aethos-2-expert-shimano-ultegra-di2
specialized_roubaix-sl8-pro-sram-force-axs-,Specialized,Roubaix SL8 Pro,ROAD,,"$8,299.99",https://www.specialized.com/us/en/roubaix-sl8-pro-sram-force-axs-/p/4221819,roubaix-sl8-pro-sram-force-axs-
specialized_turbo-creo-2-expert-sram-rival--gx-eagle-axs,Specialized,Turbo Creo 2 Expert,ROAD,,"$8,999.99",https://www.specialized.com/us/en/turbo-creo-2-expert-sram-rival--gx-eagle-axs/p/4277466,turbo-creo-2-expert-sram-rival--gx-eagle-axs
specialized_allez-shimano-claris,Specialized,Allez,ROAD,,"$1,199.99",https://www.specialized.com/us/en/allez-shimano-claris/p/199980,allez-shimano-claris
specialized_crux-comp-shimano-grx,Specialized,Crux Comp,ROAD,,"$3,799.99",https://www.specialized.com/us/en/crux-comp-shimano-grx/p/4223483,crux-comp-shimano-grx
specialized_tarmac-sl7-sport-shimano-105,Specialized,Tarmac SL7 Sport,ROAD,,"$3,299.99",https://www.specialized.com/us/en/tarmac-sl7-sport-shimano-105/p/216958,tarmac-sl7-sport-shimano-105
specialized_roubaix-sl8-shimano-tiagra,Specialized,Roubaix SL8,ROAD,,"$2,799.99",https://www.specialized.com/us/en/roubaix-sl8-shimano-tiagra/p/216946,roubaix-sl8-shimano-tiagra
specialized_allez-sport-shimano-tiagra,Specialized,Allez Sport,ROAD,,"$1,799.99",https://www.specialized.com/us/en/allez-sport-shimano-tiagra/p/4221797,allez-sport-shimano-tiagra
specialized_tarmac-sl7-sport-shimano-105,Specialized,Tarmac SL7 Sport,ROAD,,"$3,299.99",https://www.specialized.com/us/en/tarmac-sl7-sport-shimano-105/p/4221542,tarmac-sl7-sport-shimano-105
specialized_roubaix-sl8-sport-shimano-105,Specialized,Roubaix SL8 Sport,ROAD,,"$2,999.99",https://www.specialized.com/us/en/roubaix-sl8-sport-shimano-105/p/4221827,roubaix-sl8-sport-shimano-105
specialized_roubaix-sl8-expert-sram-rival-etap-axs,Specialized,Roubaix SL8 Expert,ROAD,,"$5,199.99",https://www.specialized.com/us/en/roubaix-sl8-expert-sram-rival-etap-axs/p/4221821,roubaix-sl8-expert-sram-rival-etap-axs
specialized_s-works-shiv-tt-disc-module-fact-11r-carbon,Specialized,S-Works Shiv TT Disc Module,ROAD,,"$6,149.99",https://www.specialized.com/us/en/s-works-shiv-tt-disc-module-fact-11r-carbon/p/4221549,s-works-shiv-tt-disc-module-fact-11r-carbon
trek_domane-sl-6-gen-4,Trek,Domane SL 6 Gen 4,ROAD,,"$5,099.99",https://www.trekbikes.com/bikes/road-bikes/performance-road-bikes/domane/domane-sl/domane-sl-6-gen-4/p/57639/,domane-sl-6-gen-4
trek_domane-sl-5-gen-4,Trek,Domane SL 5 Gen 4,ROAD,,"$3,799.99",https://www.trekbikes.com/bikes/road-bikes/performance-road-bikes/domane/domane-sl/domane-sl-5-gen-4/p/57629/,domane-sl-5-gen-4
trek_domane-al-5-gen-4,Trek,Domane AL 5 Gen 4,ROAD,,"$2,099.99",https://www.trekbikes.com/bikes/road-bikes/performance-road-bikes/domane/domane-al/domane-al-5-gen-4/p/41395/,domane-al-5-gen-4
trek_domane-al-4-gen-4,Trek,Domane AL 4 Gen 4,ROAD,,"$1,799.99",https://www.trekbikes.com/bikes/road-bikes/performance-road-bikes/domane/domane-al/domane-al-4-gen-4/p/41607/,domane-al-4-gen-4
trek_domane-al-2-gen-4,Trek,Domane AL 2 Gen 4,ROAD,,"$1,199.99",https://www.trekbikes.com/bikes/road-bikes/performance-road-bikes/domane/domane-al/domane-al-2-gen-4/p/41587/,domane-al-2-gen-4
trek_domane-slr-9-axs-gen-4,Trek,Domane SLR 9 AXS Gen 4,ROAD,,"$12,499.99",https://www.trekbikes.com/bikes/road-bikes/performance-road-bikes/domane/domane-slr/domane-slr-9-axs-gen-4/p/57944/,domane-slr-9-axs-gen-4
trek_domane-slr-9-gen-4,Trek,Domane SLR 9 Gen 4,ROAD,,"$11,899.99",https://www.trekbikes.com/bikes/road-bikes/performance-road-bikes/domane/domane-slr/domane-slr-9-gen-4/p/57942/,domane-slr-9-gen-4
trek_domane-slr-7-axs-gen-4,Trek,Domane SLR 7 AXS Gen 4,ROAD,,"$8,999.99",https://www.trekbikes.com/bikes/road-bikes/performance-road-bikes/domane/domane-slr/domane-slr-7-axs-gen-4/p/57915/,domane-slr-7-axs-gen-4
trek_domane-slr-7-gen-4,Trek,Domane SLR 7 Gen 4,ROAD,,"$8,499.99",https://www.trekbikes.com/bikes/road-bikes/performance-road-bikes/domane/domane-slr/domane-slr-7-gen-4/p/57892/,domane-slr-7-gen-4
trek_domane-sl-7-gen-4,Trek,Domane SL 7 Gen 4,ROAD,,"$6,799.99",https://www.trekbikes.com/bikes/road-bikes/performance-road-bikes/domane/domane-sl/domane-sl-7-gen-4/p/57644/,domane-sl-7-gen-4
trek_domane-sl-5-gen-4,Trek,Domane SL 5 Gen 4,ROAD,,"$2,899.93",https://www.trekbikes.com/bikes/road-bikes/performance-road-bikes/domane/domane-sl/domane-sl-5-gen-4/p/41348/,domane-sl-5-gen-4
trek_fx-sport-sl-6,Trek,FX Sport SL 6,ROAD,,"$3,499.99",https://www.trekbikes.com/bikes/hybrid-bikes/active-fitness-bikes/fx/fx-sport/fx-sport-sl-6/p/47256/,fx-sport-sl-6
trek_fx-sport-sl-5,Trek,FX Sport SL 5,ROAD,,"$2,299.99",https://www.trekbikes.com/bikes/hybrid-bikes/active-fitness-bikes/fx/fx-sport/fx-sport-sl-5/p/47263/,fx-sport-sl-5
trek_fx-sport-sl-4,Trek,FX Sport SL 4,ROAD,,"$1,999.99",https://www.trekbikes.com/bikes/hybrid-bikes/active-fitness-bikes/fx/fx-sport/fx-sport-sl-4/p/47243/,fx-sport-sl-4
trek_fx-sport-al-3,Trek,FX Sport AL 3,ROAD,,"$1,199.99",https://www.trekbikes.com/bikes/hybrid-bikes/active-fitness-bikes/fx/fx-sport/fx-sport-al-3/p/58592/,fx-sport-al-3
